Face Detector,Face Recognizer,Distance Metric,Threshold,Accuracy,Confusion Matrix,True Negatives,False Positives,False Negatives,True Positives,Precision,Recall,TPR,FPR
yunet,Facenet512,cosine,0.3,0.666,"[[2918   82]
 [1922 1078]]",2918,82,1922,1078,0.9293103448275862,0.35933333333333334,0.35933333333333334,0.027333333333333334
