Face Detector,Face Recognizer,Distance Metric,Threshold,Accuracy,Confusion Matrix,True Negatives,False Positives,False Negatives,True Positives,Precision,Recall,TPR,FPR
yunet,VGG-Face,cosine,0.4,0.6301666666666667,"[[1134 1866]
 [ 353 2647]]",1134,1866,353,2647,0.586527808553069,0.8823333333333333,0.8823333333333333,0.622
