Face Detector,Face Recognizer,Distance Metric,Threshold,Accuracy,Confusion Matrix,True Negatives,False Positives,False Negatives,True Positives,Precision,Recall,TPR,FPR
yunet,Facenet,cosine,0.4,0.7215,"[[2657  343]
 [1328 1672]]",2657,343,1328,1672,0.8297766749379653,0.5573333333333333,0.5573333333333333,0.11433333333333333
