Face Detector,Face Recognizer,Distance Metric,Threshold,Accuracy,Confusion Matrix,True Negatives,False Positives,False Negatives,True Positives,Precision,Recall,TPR,FPR
yunet,ArcFace,cosine,0.68,0.7165,"[[2181  819]
 [ 882 2118]]",2181,819,882,2118,0.7211440245148111,0.706,0.706,0.273
