Face Detector,Face Recognizer,Distance Metric,Threshold,Accuracy,Confusion Matrix,True Negatives,False Positives,False Negatives,True Positives,Precision,Recall,TPR,FPR
yunet,SFace,cosine,0.593,0.6291666666666667,"[[2888  112]
 [2113  887]]",2888,112,2113,887,0.8878878878878879,0.2956666666666667,0.2956666666666667,0.037333333333333336
